"Nom_com";"id_insee";"annee";"PO_pop";"LP_pop";"LH_pop";"LC_pop";"Autres_pop";"Total_menages_pop";"PO_menages";"LP_menages";"LH_menages";"LC_menages";"Autres_menages";"Total_menages_menages";"PO_1_pers";"LP_1_pers";"LH_1_pers";"LC_1_pers";"Autres_1_pers";"Total_menages_1_pers";"PO_2_pers";"LP_2_pers";"LH_2_pers";"LC_2_pers";"Autres_2_pers";"Total_menages_2_pers";"PO_3_pers";"LP_3_pers";"LH_3_pers";"LC_3_pers";"Autres_3_pers";"Total_menages_3_pers";"PO_4_pers";"LP_4_pers";"LH_4_pers";"LC_4_pers";"Autres_4_pers";"Total_menages_4_pers";"PO_5_pers";"LP_5_pers";"LH_5_pers";"LC_5_pers";"Autres_5_pers";"Total_menages_5_pers";"PO_6et+_pers";"LP_6et+_pers";"LH_6et+_pers";"LC_6et+_pers";"Autres_6et+_pers";"Total_menages_6et+_pers";"PO_nbper_ecart_type";"LP_nbper_ecart_type";"LH_nbper_ecart_type";"LC_nbper_ecart_type";"Autres_nbper_ecart_type";"Total_menages_nbper_ecart_type";"PO_nbper_moyenne";"LP_nbper_moyenne";"LH_nbper_moyenne";"LC_nbper_moyenne";"Autres_nbper_moyenne";"Total_menages_nbper_moyenne";"PO_surfhpp_ecart_type";"LP_surfhpp_ecart_type";"LH_surfhpp_ecart_type";"LC_surfhpp_ecart_type";"Autres_surfhpp_ecart_type";"Total_menages_surfhpp_ecart_type";"PO_surfhpp_moyenne";"LP_surfhpp_moyenne";"LH_surfhpp_moyenne";"LC_surfhpp_moyenne";"Autres_surfhpp_moyenne";"Total_menages_surfhpp_moyenne";"PO_surfhpp_mediane";"LP_surfhpp_mediane";"LH_surfhpp_mediane";"LC_surfhpp_mediane";"Autres_surfhpp_mediane";"Total_menages_surfhpp_mediane";"PO_sfp_celibataire";"LP_sfp_celibataire";"LH_sfp_celibataire";"LC_sfp_celibataire";"Autres_sfp_celibataire";"Total_menages_sfp_celibataire";"PO_sfp_divorce";"LP_sfp_divorce";"LH_sfp_divorce";"LC_sfp_divorce";"Autres_sfp_divorce";"Total_menages_sfp_divorce";"PO_sfp_marie_pacxe";"LP_sfp_marie_pacse";"LH_sfp_marie_pacse";"LC_sfp_marie_pacse";"Autres_sfp_marie_pacse";"Total_menages_sfp_marie_pacse";"PO_sfp_veuf";"LP_sfp_veuf";"LH_sfp_veuf";"LC_sfp_veuf";"Autres_sfp_veuf";"Total_menages_sfp_veuf";"PO_age_ref_<25ans";"LP_age_ref_<25ans";"LH_age_ref_<25ans";"LC_age_ref_<25ans";"Autres_age_ref_<25ans";"Total_menages_age_ref_<25ans";"PO_age_ref_25-39ans";"LP_age_ref_25-39ans";"LH_age_ref_25-39ans";"LC_age_ref_25-39ans";"Autres_age_ref_25-39ans";"Total_menages_age_ref_25-39ans";"PO_age_ref_40-59ans";"LP_age_ref_40-59ans";"LH_age_ref_40-59ans";"LC_age_ref_40-59ans";"Autres_age_ref_40-59ans";"Total_menages_age_ref_40-59ans";"PO_age_ref_60-74ans";"LP_age_ref_60-74ans";"LH_age_ref_60-74ans";"LC_age_ref_60-74ans";"Autres_age_ref_60-74ans";"Total_menages_age_ref_60-74ans";"PO_age_ref_>74ans";"LP_age_ref_>74ans";"LH_age_ref_>74ans";"LC_age_ref_>74ans";"Autres_age_ref_>74ans";"Total_menages_age_ref_>74ans";"PO_age_ref_ecart_type";"LP_age_ref_ecart_type";"LH_age_ref_ecart_type";"LC_age_ref_ecart_type";"Autres_age_ref_ecart_type";"Total_menages_age_ref_ecart_type";"PO_age_ref_moyenne";"LP_age_ref_moyenne";"LH_age_ref_moyenne";"LC_age_ref_moyenne";"Autres_age_ref_moyenne";"Total_menages_age_ref_moyenne";"PO_age_ref_mediane";"LP_age_ref_mediane";"LH_age_ref_mediane";"LC_age_ref_mediane";"Autres_age_ref_mediane";"Total_menages_age_ref_mediane";"PO_pas_enf18ans";"LP_pas_enf18ans";"LH_pas_enf18ans";"LC_pas_enf18ans";"Autres_pas_enf18ans";"Total_menages_pas_enf18ans";"PO_1et+_enf18ans";"LP_1et+_enf18ans";"LH_1et+_enf18ans";"LC_1et+_enf18ans";"Autres_1et+_enf18ans";"Total_menages_1et+_enf18ans";"PO_pas_enf6ans";"LP_pas_enf6ans";"LH_pas_enf6ans";"LC_pas_enf6ans";"Autres_pas_enf6ans";"Total_menages_pas_enf6ans";"PO_1et+_enf6ans";"LP_1et+_enf6ans";"LH_1et+_enf6ans";"LC_1et+_enf6ans";"Autres_1et+_enf6ans";"Total_menages_1et+_enf6ans";"PO_fmono_parentale";"LP_fmono_parentale";"LH_fmono_parentale";"LC_fmono_parentale";"Autres_fmono_parentale";"Total_menages_fmono_parentale";"PO_duroc_<1an";"LP_duroc_<1an";"LH_duroc_<1an";"LC_duroc_<1an";"Autres_duroc_<1an";"Total_menages_duroc_<1an";"PO_duroc_1an";"LP_duroc_1an";"LH_duroc_1an";"LC_duroc_1an";"Autres_duroc_1an";"Total_menages_duroc_1an";"PO_duroc_2ans";"LP_duroc_2ans";"LH_duroc_2ans";"LC_duroc_2ans";"Autres_duroc_2ans";"Total_menages_duroc_2ans";"PO_duroc_3-4ans";"LP_duroc_3-4ans";"LH_duroc_3-4ans";"LC_duroc_3-4ans";"Autres_duroc_3-4ans";"Total_menages_duroc_3-4ans";"PO_duroc_5-9ans";"LP_duroc_5-9ans";"LH_duroc_5-9ans";"LC_duroc_5-9ans";"Autres_duroc_5-9ans";"Total_menages_duroc_5-9ans";"PO_duroc_>9ans";"LP_duroc_>9ans";"LH_duroc_>9ans";"LC_duroc_>9ans";"Autres_duroc_>9ans";"Total_menages_duroc_>9ans";"PO_duroc_ecart_type";"LP_duroc_ecart_type";"LH_duroc_ecart_type";"LC_duroc_ecart_type";"Autres_duroc_ecart_type";"Total_menages_duroc_ecart_type";"PO_duroc_moyenne";"LP_duroc_moyenne";"LH_duroc_moyenne";"LC_duroc_moyenne";"Autres_duroc_moyenne";"Total_menages_duroc_moyenne";"PO_duroc_mediane";"LP_duroc_mediane";"LH_duroc_mediane";"LC_duroc_mediane";"Autres_duroc_mediane";"Total_menages_duroc_mediane"
"Felce";"2B111";2019;"s";"s";"0";"s";"s";26;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";1;"s";"s";"0";"s";"s";1;"s";"s";"0";"s";"s";34;"s";"s";"0";"s";"s";72;"s";"s";"0";"s";"s";70;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"16";"s";"s";"0";"s";"s";68;"s";"s";"0";"s";"s";70;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"9";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";11
"Feliceto";"2B112";2019;"130";"50";"0";"s";"s";196;"65";"s";"0";"s";"s";"96";"s";"s";"0";"s";"s";"40";"s";"s";"0";"s";"s";"s";"13";"s";"0";"0";"s";"24";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"33";"32";"0";"s";"s";33;"48";"36";"0";"s";"s";46;"35";"29";"0";"s";"s";35;"13";"s";"0";"s";"s";"30";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"0";"32";"s";"s";"0";"0";"s";"16";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"14";"14";"s";"0";"s";"s";"31";"s";"s";"0";"0";"s";"27";"s";"s";"0";"0";"0";"23";"16";"s";"0";"s";"s";"18";"67";"s";"0";"s";"s";60;"67";"s";"0";"s";"s";63;"s";"s";"0";"s";"s";"64";"s";"s";"0";"0";"s";"32";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"25";"s";"s";"0";"s";"0";"37";"9";"5";"0";"s";"s";"8";"11";"6";"0";"s";"s";"9";"9";"4";"0";"s";"s";8
"Ficaja";"2B113";2019;"s";"s";"0";"s";"s";21;"s";"s";"0";"s";"s";"14";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";1;"s";"s";"0";"s";"s";2;"s";"s";"0";"s";"s";26;"s";"s";"0";"s";"s";44;"s";"s";"0";"s";"s";38;"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";73;"s";"s";"0";"s";"s";73;"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"10";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";9
"Focicchia";"2B116";2019;"s";"0";"0";"s";"0";14;"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";NA;"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";NA
"Furiani";"2B120";2019;"3543";"993";"293";"s";"s";4927;"1426";"497";"121";"s";"s";"2096";"335";"231";"s";"s";"s";"621";"495";"132";"s";"s";"s";"685";"287";"64";"s";"0";"s";"386";"217";"51";"s";"0";"s";"283";"70";"s";"s";"0";"s";"88";"22";"s";"s";"0";"0";"33";"1";"1";"1";"s";"s";1;"2";"2";"2";"s";"s";2;"32";"25";"19";"s";"s";31;"54";"42";"38";"s";"s";50;"45";"38";"33";"s";"s";43;"213";"244";"45";"s";"s";"527";"178";"106";"s";"s";"s";"330";"859";"126";"s";"0";"s";"1031";"172";"20";"s";"0";"s";"203";"0";"s";"s";"0";"0";"23";"104";"176";"s";"0";"s";"317";"515";"193";"70";"s";"s";"803";"515";"78";"s";"0";"s";"620";"288";"s";"s";"0";"s";"328";"14";"15";"13";"s";"s";"16";"62";"46";"52";"s";"s";57;"62";"44";"51";"s";"s";58;"1037";"341";"s";"s";"s";"1483";"389";"156";"s";"s";"s";"613";"1323";"440";"s";"s";"s";"1916";"103";"57";"s";"0";"s";"180";"90";"83";"s";"s";"s";"217";"60";"105";"s";"0";"s";"176";"s";"89";"s";"0";"s";"147";"71";"s";"s";"s";"s";"154";"130";"96";"s";"s";"s";"253";"1070";"137";"s";"0";"s";"1316";"s";"s";"0";"0";"0";"50";"3";"s";"3";"s";"s";"4";"7";"3";"6";"s";"s";"6";"9";"2";"7";"s";"s";9
"Galéria";"2B121";2019;"242";"36";"0";"0";"43";321;"110";"21";"0";"0";"29";"160";"42";"s";"0";"0";"s";"70";"37";"s";"0";"0";"s";"54";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"0";"1";1;"2";"2";"0";"0";"1";2;"42";"24";"0";"0";"26";38;"56";"36";"0";"0";"45";51;"45";"26";"0";"0";"45";45;"22";"s";"0";"0";"s";"46";"16";"s";"0";"0";"s";"27";"s";"s";"0";"0";"s";"64";"s";"s";"0";"0";"s";"23";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"16";"27";"s";"0";"0";"s";"40";"36";"s";"0";"0";"s";"55";"s";"s";"0";"0";"s";"49";"14";"15";"0";"0";"18";"16";"69";"54";"0";"0";"57";65;"70";"58";"0";"0";"63";68;"s";"s";"0";"0";"s";"132";"s";"s";"0";"0";"s";"28";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"20";"19";"s";"0";"0";"s";"31";"64";"s";"0";"0";"s";"82";"10";"8";"0";"0";"8";"10";"14";"8";"0";"0";"9";"12";"12";"6";"0";"0";"8";10
"Gavignano";"2B122";2019;"32";"s";"0";"s";"s";50;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"23";"s";"0";"0";"s";"0";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"s";1;"1";"s";"0";"s";"s";1;"37";"s";"0";"s";"s";49;"52";"s";"0";"s";"s";59;"45";"s";"0";"s";"s";50;"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"0";"s";"14";"s";"0";"s";"s";"14";"71";"s";"0";"s";"s";70;"73";"s";"0";"s";"s";72;"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"15";"9";"s";"0";"s";"s";"8";"14";"s";"0";"s";"s";"13";"12";"s";"0";"s";"s";9
"Ghisonaccia";"2B123";2019;"1772";"1195";"139";"28";"153";3286;"796";"536";"61";"15";"83";"1491";"256";"215";"s";"s";"44";"547";"289";"142";"s";"s";"18";"469";"132";"80";"s";"s";"s";"234";"83";"55";"s";"0";"s";"154";"s";"s";"s";"s";"0";"59";"s";"s";"s";"0";"0";"28";"1";"1";"2";"1";"1";1;"2";"2";"2";"2";"2";2;"41";"31";"18";"24";"32";38;"61";"43";"33";"40";"54";53;"50";"33";"31";"35";"48";44;"168";"191";"s";"s";"47";"430";"100";"80";"s";"s";"s";"203";"365";"215";"s";"s";"22";"626";"161";"50";"s";"s";"s";"230";"s";"s";"s";"0";"s";"s";"s";"119";"s";"s";"19";"s";"259";"210";"s";"s";"33";"528";"224";"126";"s";"s";"s";"394";"251";"s";"s";"s";"11";"350";"17";"18";"16";"19";"18";"18";"65";"54";"57";"63";"55";60;"65";"52";"58";"65";"51";59;"629";"358";"37";"s";"s";"1099";"167";"178";"24";"s";"s";"392";"749";"448";"s";"s";"s";"1341";"47";"88";"s";"s";"s";"150";"63";"61";"s";"0";"s";"143";"63";"114";"s";"s";"s";"192";"s";"55";"s";"s";"s";"95";"s";"46";"s";"0";"s";"102";"77";"79";"30";"0";"20";"206";"186";"112";"s";"s";"s";"327";"399";"130";"s";"s";"21";"569";"10";"7";"5";"7";"6";"9";"12";"6";"6";"5";"7";"9";"10";"4";"3";"1";"5";7
"Ghisoni";"2B124";2019;"125";"25";"0";"s";"s";182;"s";"18";"0";"s";"s";"113";"41";"s";"0";"s";"s";"63";"s";"s";"0";"s";"s";"39";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"1";"1";"0";"s";"s";1;"2";"1";"0";"s";"s";2;"32";"24";"0";"s";"s";30;"46";"37";"0";"s";"s";44;"38";"35";"0";"s";"s";37;"25";"s";"0";"s";"s";"44";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"33";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"34";"39";"s";"0";"s";"s";"54";"15";"15";"0";"s";"s";"16";"74";"71";"0";"s";"s";72;"75";"74";"0";"s";"s";73;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"12";"s";"s";"0";"s";"s";"19";"48";"s";"0";"0";"s";"63";"11";"11";"0";"s";"s";"11";"15";"15";"0";"s";"s";"14";"14";"18";"0";"s";"s";13
"Giocatojo";"2B125";2019;"27";"s";"0";"s";"s";46;"s";"s";"0";"s";"s";"31";"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"s";1;"1";"s";"0";"s";"s";1;"50";"s";"0";"s";"s";46;"63";"s";"0";"s";"s";60;"48";"s";"0";"s";"s";48;"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";71;"s";"s";"0";"s";"s";77;"s";"s";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"12";"9";"s";"0";"s";"s";"10";"13";"s";"0";"s";"s";"12";"9";"s";"0";"s";"s";9
"Giuncaggio";"2B126";2019;"56";"s";"0";"0";"s";70;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"14";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";2;"s";"s";"0";"0";"s";31;"s";"s";"0";"0";"s";45;"s";"s";"0";"0";"s";32;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";65;"s";"s";"0";"0";"s";67;"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"12";"s";"s";"0";"0";"s";"9";"s";"s";"0";"0";"s";"9";"s";"s";"0";"0";"s";8
"L'Île-Rousse";"2B134";2019;"1144";"1617";"140";"0";"116";3017;"652";"769";"s";"0";"s";"1547";"326";"329";"s";"0";"s";"704";"210";"213";"s";"0";"s";"470";"77";"s";"s";"0";"s";"201";"s";"s";"s";"0";"s";"110";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"1";"1";"s";"0";"s";1;"2";"2";"s";"0";"s";2;"37";"23";"s";"0";"s";32;"55";"36";"s";"0";"s";45;"45";"32";"s";"0";"s";36;"147";"294";"s";"0";"s";"495";"114";"s";"s";"0";"s";"298";"242";"253";"s";"0";"s";"528";"149";"s";"s";"0";"s";"226";"s";"s";"0";"0";"0";"s";"s";"171";"s";"0";"s";"s";"s";"302";"26";"0";"s";"511";"210";"193";"s";"0";"s";"430";"242";"s";"17";"0";"s";"362";"17";"17";"s";"0";"s";"18";"67";"54";"s";"0";"s";60;"69";"53";"s";"0";"s";60;"577";"542";"s";"0";"s";"1211";"75";"227";"s";"0";"s";"336";"s";"671";"s";"0";"s";"1412";"s";"98";"s";"0";"s";"135";"s";"92";"s";"0";"s";"132";"s";"s";"s";"0";"s";"152";"s";"150";"s";"0";"s";"233";"s";"s";"s";"0";"s";"178";"65";"s";"s";"0";"s";"183";"160";"193";"28";"0";"11";"392";"271";"117";"s";"0";"s";"409";"9";"6";"s";"0";"s";"8";"10";"5";"s";"0";"s";"7";"8";"3";"s";"0";"s";5
"Isolaccio-di-Fiumorbo";"2B135";2019;"130";"58";"0";"s";"s";228;"93";"36";"0";"s";"s";"157";"67";"22";"0";"s";"s";"108";"s";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"1";"2";"0";"s";"s";1;"38";"30";"0";"s";"s";51;"57";"42";"0";"s";"s";54;"50";"33";"0";"s";"s";45;"33";"18";"0";"s";"s";"62";"s";"s";"0";"s";"s";"38";"18";"s";"0";"0";"s";"29";"s";"s";"0";"s";"0";"28";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"11";"s";"s";"0";"s";"s";"31";"29";"s";"0";"s";"s";"46";"46";"11";"0";"s";"s";"68";"15";"19";"0";"s";"s";"17";"72";"63";"0";"s";"s";69;"75";"62";"0";"s";"s";71;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"24";"s";"0";"s";"s";"43";"54";"s";"0";"s";"s";"80";"10";"11";"0";"s";"s";"10";"14";"12";"0";"s";"s";"13";"13";"8";"0";"s";"s";10
"Lama";"2B136";2019;"74";"12";"0";"s";"s";98;"47";"s";"0";"s";"s";"65";"24";"s";"0";"s";"s";"38";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"31";"s";"0";"s";"s";29;"64";"s";"0";"s";"s";58;"60";"s";"0";"s";"s";50;"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"s";"20";"s";"s";"0";"s";"0";"15";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"24";"s";"s";"0";"s";"0";"21";"15";"s";"0";"s";"s";"18";"71";"s";"0";"s";"s";65;"71";"s";"0";"s";"s";67;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"13";"s";"s";"0";"0";"0";"s";"0";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"12";"s";"0";"0";"s";"s";"29";"10";"s";"0";"s";"s";"9";"12";"s";"0";"s";"s";"10";"11";"s";"0";"s";"s";8
"Lano";"2B137";2019;"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";NA;"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";NA;"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";NA
