"Nom_com";"id_insee";"annee";"PO_0_foyer_rat";"LP_0_foyer_rat";"LH_0_foyer_rat";"LC_0_foyer_rat";"autres_0_foyer_rat";"Total_menages_0_foyer_rat";"PO_1_foyer_rat";"LP_1_foyer_rat";"LH_1_foyer_rat";"LC_1_foyer_rat";"autres_1_foyer_rat";"Total_menages_1_foyer_rat";"PO_2_foyers_rat";"LP_2_foyers_rat";"LH_2_foyers_rat";"LC_2_foyers_rat";"autres_2_foyers_rat";"Total_menages_2_foyers_rat";"PO_3et+_foyers_rat";"LP_3et+_foyers_rat";"LH_3et+_foyers_rat";"LC_3et+_foyers_rat";"autres_3et+_foyers_rat";"Total_menages_3et+_foyers_rat";"PO_1er_rat_celibataire";"LP_1er_rat_celibataire";"LH_1er_rat_celibataire";"LC_1er_rat_celibataire";"autres_1er_rat_celibataire";"Total_menages_1er_rat_celibataire";"PO_1er_rat_divorce";"LP_1er_rat_divorce";"LH_1er_rat_divorce";"LC_1er_rat_divorce";"autres_1er_rat_divorce";"Total_menages_1er_rat_divorce";"PO_1er_rat_marie_pacse";"LP_1er_rat_marie_pacse";"LH_1er_rat_marie_pacse";"LC_1er_rat_marie_pacse";"autres_1er_rat_marie_pacse";"Total_menages_1er_rat_marie_pacse";"PO_1er_rat_veuf";"LP_1er_rat_veuf";"LH_1er_rat_veuf";"LC_1er_rat_veuf";"autres_1er_rat_veuf";"Total_menages_1er_rat_veuf";"PO_1er_rat_<25ans";"LP_1er_rat_<25ans";"LH_1er_rat_<25ans";"LC_1er_rat_<25ans";"autres_1er_rat_<25ans";"Total_menages_1er_rat_<25ans";"PO_1er_rat_25-59ans";"LP_1er_rat_25-59ans";"LH_1er_rat_25-59ans";"LC_1er_rat_25-59ans";"autres_1er_rat_25-59ans";"Total_menages_1er_rat_25-59ans";"PO_1er_rat_>59ans";"LP_1er_rat_>59ans";"LH_1er_rat_>59ans";"LC_1er_rat_>59ans";"autres_1er_rat_>59ans";"Total_menages_1er_rat_>59ans";"PO_suroccupation_lourde";"LP_suroccupation_lourde";"LH_suroccupation_lourde";"LC_suroccupation_lourde";"autres_suroccupation_lourde";"Total_menages_suroccupation_lourde";"PO_suroccupation";"LP_suroccupation";"LH_suroccupation";"LC_suroccupation";"autres_suroccupation";"Total_menages_suroccupation";"PO_rev_brut_ecart_type";"LP_rev_brut_ecart_type";"LH_rev_brut_ecart_type";"LC_rev_brut_ecart_type";"autres_rev_brut_ecart_type";"Total_menages_rev_brut_ecart_type";"PO_rev_brut_moyenne";"LP_rev_brut_moyenne";"LH_rev_brut_moyenne";"LC_rev_brut_moyenne";"autres_rev_brut_moyenne";"Total_menages_rev_brut_moyenne";"PO_rev_brut_mediane";"LP_rev_brut_mediane";"LH_rev_brut_mediane";"LC_rev_brut_mediane";"autres_rev_brut_mediane";"Total_menages_rev_brut_mediane";"PO_rev_brut_ucm_ecart_type";"LP_rev_brut_ucm_ecart_type";"LH_rev_brut_ucm_ecart_type";"LC_rev_brut_ucm_ecart_type";"autres_rev_brut_ucm_ecart_type";"Total_menages_rev_brut_ucm_ecart_type";"PO_rev_brut_ucm_moyenne";"LP_rev_brut_ucm_moyenne";"LH_rev_brut_ucm_moyenne";"LC_rev_brut_ucm_moyenne";"autres_rev_brut_ucm_moyenne";"Total_menages_rev_brut_ucm_moyenne";"PO_rev_brut_ucm_mediane";"LP_rev_brut_ucm_mediane";"LH_rev_brut_ucm_mediane";"LC_rev_brut_ucm_mediane";"autres_rev_brut_ucm_mediane";"Total_menages_rev_brut_ucm_mediane";"PO_non_imposable";"LP_non_imposable";"LH_non_imposable";"LC_non_imposable";"autres_non_imposable";"Total_menages_non_imposable";"PO_imposable";"LP_imposable";"LH_imposable";"LC_imposable";"autres_imposable";"Total_menages_imposable";"PO_pas_degrevement";"LP_pas_degrevement";"LH_pas_degrevement";"LC_pas_degrevement";"autres_pas_degrevement";"Total_menages_pas_degrevement";"PO_avec_degrevement";"LP_avec_degrevement";"LH_avec_degrevement";"LC_avec_degrevement";"autres_avec_degrevement";"Total_menages_avec_degrevement";"PO_plafond_HLM_<=30%";"LP_plafond_HLM_<=30%";"LH_plafond_HLM_<=30%";"LC_plafond_HLM_<=30%";"autres_plafond_HLM_<=30%";"Total_menages_plafond_HLM_<=30%";"PO_plafond_HLM_<30-60%";"LP_plafond_HLM_<30-60%";"LH_plafond_HLM_<30-60%";"LC_plafond_HLM_<30-60%";"autres_plafond_HLM_<30-60%";"Total_menages_plafond_HLM_<30-60%";"PO_plafond_HLM_<60-100%";"LP_plafond_HLM_<60-100%";"LH_plafond_HLM_<60-100%";"LC_plafond_HLM_<60-100%";"autres_plafond_HLM_<60-100%";"Total_menages_plafond_HLM_<60-100%";"PO_plafond_HLM_<100-130%";"LP_plafond_HLM_<100-130%";"LH_plafond_HLM_<100-130%";"LC_plafond_HLM_<100-130%";"autres_plafond_HLM_<100-130%";"Total_menages_plafond_HLM_<100-130%";"PO_plafond_HLM_<130-150%";"LP_plafond_HLM_<130-150%";"LH_plafond_HLM_<130-150%";"LC_plafond_HLM_<130-150%";"autres_plafond_HLM_<130-150%";"Total_menages_plafond_HLM_<130-150%";"PO_plafond_HLM_>150%";"LP_plafond_HLM_>150%";"LH_plafond_HLM_>150%";"LC_plafond_HLM_>150%";"autres_plafond_HLM_>150%";"Total_menages_plafond_HLM_>150%";"PO_plafond_HLM_somme";"LP_plafond_HLM_somme";"LH_plafond_HLM_somme";"LC_plafond_HLM_somme";"autres_plafond_HLM_somme";"Total_menages_plafond_HLM_somme";"PO_plafond_HLM_ecart_type";"LP_plafond_HLM_ecart_type";"LH_plafond_HLM_ecart_type";"LC_plafond_HLM_ecart_type";"autres_plafond_HLM_ecart_type";"Total_menages_plafond_HLM_ecart_type";"PO_plafond_HLM_moyenne";"LP_plafond_HLM_moyenne";"LH_plafond_HLM_moyenne";"LC_plafond_HLM_moyenne";"autres_plafond_HLM_moyenne";"Total_menages_plafond_HLM_moyenne";"PO_plafond_HLM_mediane";"LP_plafond_HLM_mediane";"LH_plafond_HLM_mediane";"LC_plafond_HLM_mediane";"autres_plafond_HLM_mediane";"Total_mÃ©nages_plafond_HLM_mediane";"PO_<1_seuil_pauvrete";"LP_<1_seuil_pauvrete";"LH_<1_seuil_pauvrete";"LC_<1_seuil_pauvrete";"autres_<1_seuil_pauvrete";"Total_mÃ©nages_<1_seuil_pauvrete";"PO_1-<2_seuil_pauvrete";"LP_1-<2_seuil_pauvrete";"LH_1-<2_seuil_pauvrete";"LC_1-<2_seuil_pauvrete";"autres_1-<2_seuil_pauvrete";"Total_mÃ©nages_1-<2_seuil_pauvrete";"PO_2-<3_seuil_pauvrete";"LP_2-<3_seuil_pauvrete";"LH_2-<3_seuil_pauvrete";"LC_2-<3_seuil_pauvrete";"autres_2-<3_seuil_pauvrete";"Total_menages_2-<3_seuil_pauvrete";"PO_>=3_seuil_pauvrete";"LP_>=3_seuil_pauvrete";"LH_>=3_seuil_pauvrete";"LC_>=3_seuil_pauvrete";"autres_>=3_seuil_pauvrete";"Total_menages_>=3_seuil_pauvrete"
"Arro";"2A022";2019;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"30128";"s";".";".";"s";26091;"37730";"s";".";".";"s";30965;"26659";"s";".";".";"s";23749;"18169";"s";".";".";"s";15679;"25616";"s";".";".";"s";21307;"22018";"s";".";".";"s";19489;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"2397";"s";".";".";"s";3316;"96";"s";".";".";"s";80;"109";"s";".";".";"s";92;"91";"s";".";".";"s";73;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s"
"Aullène";"2A024";2019;"s";"s";"0";"s";"s";"61";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"34332";"s";".";"s";"s";31054;"35047";"s";".";"s";"s";34241;"26438";"s";".";"s";"s";27447;"22312";"s";".";"s";"s";18635;"22784";"s";".";"s";"s";22555;"22178";"s";".";"s";"s";22498;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"13";"s";"s";"0";"0";"s";"22";"s";"s";"0";"s";"s";"23";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"4671";"s";".";"s";"s";7006;"119";"s";".";"s";"s";98;"106";"s";".";"s";"s";100;"88";"s";".";"s";"s";88;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"23";"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"s";"s"
"Azilone-Ampaza";"2A026";2019;"s";"s";"0";"0";"s";"67";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"23168";"s";".";".";"s";23561;"32846";"s";".";".";"s";30428;"28151";"s";".";".";"s";26865;"12733";"s";".";".";"s";13248;"22165";"s";".";".";"s";20397;"20147";"s";".";".";"s";18551;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"4448";"s";".";".";"s";6082;"54";"s";".";".";"s";56;"86";"s";".";".";"s";79;"78";"s";".";".";"s";72;"12";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Azzana";"2A027";2019;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";16287;"s";"s";".";".";"s";23551;"s";"s";".";".";"s";21460;"s";"s";".";".";"s";9944;"s";"s";".";".";"s";17710;"s";"s";".";".";"s";18726;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";2239;"s";"s";".";".";"s";49;"s";"s";".";".";"s";75;"s";"s";".";".";"s";83;"s";"s";"0";"0";"0";"11";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Balogna";"2A028";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"21375";"s";".";"s";"s";19646;"28626";"s";".";"s";"s";24896;"22739";"s";".";"s";"s";19766;"11216";"s";".";"s";"s";11754;"20577";"s";".";"s";"s";18747;"18842";"s";".";"s";"s";16691;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"3686";"s";".";"s";"s";5321;"54";"s";".";"s";"s";54;"86";"s";".";"s";"s";78;"77";"s";".";"s";"s";68;"11";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"25";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Bastelica";"2A031";2019;"123";"52";"0";"s";"s";"199";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"27";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"38116";"22300";".";"s";"s";34482;"37294";"21288";".";"s";"s";31688;"28018";"14689";".";"s";"s";22453;"18261";"11268";".";"s";"s";17125;"24507";"14399";".";"s";"s";21174;"22673";"13776";".";"s";"s";18866;"s";"s";"0";"s";"s";"204";"s";"s";"0";"0";"s";"16";".";".";".";".";".";".";".";".";".";".";".";".";"23";"s";"0";"s";"s";"53";"27";"s";"0";"s";"s";"43";"31";"s";"0";"s";"s";"49";"s";"s";"0";"0";"s";"27";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"36";"13895";"3433";".";"s";"s";19093;"88";"57";".";"s";"s";80;"101";"61";".";"s";"s";86;"89";"54";".";"s";"s";76;"42";"23";"0";"s";"s";"79";"35";"s";"0";"s";"s";"60";"s";"s";"0";"0";"s";"48";"s";"s";"0";"0";"s";"34"
"Bastelicaccia";"2A032";2019;"751";"s";"0";"0";"s";"1137";"183";"s";"0";"s";"s";"252";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"166";"s";"0";"s";"s";"229";"32";"s";"0";"0";"s";"43";"s";"s";"0";"0";"0";"25";"s";"s";"0";"0";"s";"16";"s";"s";"0";"s";"0";"39";"164";"s";"0";"0";"s";"223";"s";"s";"0";"0";"s";"51";"s";"s";"0";"0";"s";"16";"s";"20";"0";"0";"s";"33";"40915";"30025";".";"s";"s";39192;"55406";"33797";".";"s";"s";48666;"47345";"26429";".";"s";"s";39756;"23027";"16610";".";"s";"s";21862;"32365";"21370";".";"s";"s";28953;"27937";"18614";".";"s";"s";24830;"862";"s";"0";"s";"s";"1257";"107";"s";"0";"0";"s";"151";".";".";".";".";".";".";".";".";".";".";".";".";"48";"s";"0";"0";"s";"99";"93";"72";"0";"0";"17";"182";"174";"s";"0";"0";"s";"303";"155";"s";"0";"0";"s";"225";"103";"s";"0";"s";"s";"138";"397";"52";"0";"0";"14";"463";"148519";"36821";".";"s";"s";191120;"111";"72";".";"s";"s";104;"153";"97";".";"s";"s";136;"132";"85";".";"s";"s";117;"99";"79";"0";"0";"18";"196";"197";"s";"0";"0";"s";"358";"282";"96";"0";"s";"s";"392";"392";"s";"0";"0";"s";"464"
"Belvédère-Campomoro";"2A035";2019;"65";"s";"0";"s";"s";"80";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"49881";"s";".";"s";"s";46794;"51951";"s";".";"s";"s";47585;"43700";"s";".";"s";"s";37900;"33336";"s";".";"s";"s";31694;"35421";"s";".";"s";"s";32501;"28983";"s";".";"s";"s";27258;"s";"s";"0";"s";"s";"76";"s";"0";"0";"0";"s";"15";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"0";"16";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"23";"11372";"s";".";"s";"s";12611;"173";"s";".";"s";"s";161;"152";"s";".";"s";"s";139;"119";"s";".";"s";"s";110;"s";"s";"0";"0";"s";"18";"s";"s";"0";"s";"s";"18";"s";"0";"0";"s";"s";"30";"s";"s";"0";"0";"0";"25"
"Bilia";"2A038";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"12803";"s";".";"s";"s";19620;"40750";"s";".";"s";"s";34520;"38822";"s";".";"s";"s";32736;"8367";"s";".";"s";"s";11432;"30287";"s";".";"s";"s";24766;"31821";"s";".";"s";"s";26403;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"0";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"1426";"s";".";"s";"s";2464;"39";"s";".";"s";"s";58;"143";"s";".";"s";"s";112;"145";"s";".";"s";"s";126;"0";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s"
"Bocognano";"2A040";2019;"106";"s";"0";"s";"s";"185";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"11";"0";"0";"s";"23";"37095";"22537";".";"s";"s";31973;"40821";"28257";".";"s";"s";35713;"31245";"22217";".";"s";"s";28216;"22441";"12750";".";"s";"s";19389;"27095";"20137";".";"s";"s";24451;"22081";"17684";".";"s";"s";20860;"s";"s";"0";"s";"s";"191";"s";"s";"0";"s";"s";"19";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"20";"25";"s";"0";"s";"s";"42";"33";"16";"0";"s";"s";"61";"18";"s";"0";"s";"s";"32";"s";"s";"0";"s";"0";"14";"s";"s";"0";"0";"s";"41";"15230";"4029";".";"s";"s";22233;"115";"60";".";"s";"s";97;"121";"86";".";"s";"s";106;"96";"68";".";"s";"s";83;"s";"s";"0";"s";"s";"38";"40";"23";"0";"s";"s";"78";"31";"s";"0";"s";"s";"50";"s";"s";"0";"0";"s";"44"
"Bonifacio";"2A041";2019;"621";"343";"s";"s";"96";"1148";"123";"47";"s";"s";"s";"197";"s";"s";"s";"0";"s";"53";"s";"s";"s";"0";"s";"15";"134";"41";"s";"s";"s";"200";"17";"s";"s";"0";"s";"30";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"21";"s";"s";"0";"s";"33";"125";"44";"s";"s";"s";"192";"24";"s";"s";"0";"s";"40";"s";"s";"0";"0";"s";"26";"20";"31";"0";"0";"12";"63";"55992";"21423";"s";"s";"32769";46214;"51902";"28420";"s";"s";"40444";42659;"39972";"23054";"s";"s";"30646";31479;"30585";"14068";"s";"s";"19952";25831;"32295";"18568";"s";"s";"26801";26845;"25690";"16450";"s";"s";"22749";21237;"655";"357";"s";"s";"s";"1204";"115";"23";"s";"s";"s";"160";".";".";".";".";".";".";".";".";".";".";".";".";"56";"56";"s";"0";"s";"133";"101";"80";"32";"0";"11";"224";"171";"131";"32";"s";"s";"366";"123";"54";"s";"s";"25";"216";"71";"30";"s";"s";"s";"118";"253";"31";"s";"s";"s";"314";"116907";"32185";"s";"s";"13144";169830;"169";"64";"s";"s";"74";138;"151";"84";"s";"s";"115";124;"112";"77";"s";"s";"106";95;"111";"102";"30";"0";"14";"257";"218";"153";"46";"s";"s";"453";"203";"91";"s";"s";"38";"352";"243";"36";"s";"s";"s";"309"
"Calcatoggio";"2A048";2019;"163";"s";"0";"s";"s";"228";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"31";"s";"s";"0";"0";"0";"11";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"39";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"21";"40466";"10999";".";"s";"s";37437;"49569";"21857";".";"s";"s";42597;"38737";"21462";".";"s";"s";32834;"27364";"8819";".";"s";"s";25007;"32612";"17476";".";"s";"s";28915;"25642";"16454";".";"s";"s";23144;"s";"s";"0";"s";"s";"239";"s";"s";"0";"0";"s";"32";".";".";".";".";".";".";".";".";".";".";".";".";"11";"s";"0";"s";"s";"22";"18";"s";"0";"s";"s";"36";"49";"s";"0";"0";"s";"73";"43";"s";"0";"s";"s";"54";"s";"s";"0";"0";"0";"20";"s";"s";"0";"0";"s";"69";"30249";"3731";".";"s";"s";35455;"126";"37";".";"s";"s";115;"148";"72";".";"s";"s";129;"110";"72";".";"s";"s";102;"s";"s";"0";"s";"s";"39";"52";"s";"0";"s";"s";"83";"62";"s";"0";"s";"s";"77";"s";"s";"0";"0";"s";"75"
"Campo";"2A056";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"19662";"40485";".";"s";"s";23431;"32291";"37524";".";"s";"s";30456;"28227";"30254";".";"s";"s";22517;"11767";"20840";".";"s";"s";13313;"22305";"23514";".";"s";"s";21036;"19021";"20169";".";"s";"s";18935;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"11";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"18";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"11";"4127";"969";".";"s";"s";5681;"59";"111";".";"s";"s";68;"101";"108";".";"s";"s";95;"92";"61";".";"s";"s";89;"s";"s";"0";"s";"s";"15";"s";"s";"0";"s";"s";"19";"s";"0";"0";"s";"s";"14";"s";"s";"0";"0";"0";"12"
"Cannelle";"2A060";2019;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";".";47530;"s";"s";".";".";".";48894;"s";"s";".";".";".";27147;"s";"s";".";".";".";17685;"s";"s";".";".";".";23900;"s";"s";".";".";".";21542;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";".";1756;"s";"s";".";".";".";74;"s";"s";".";".";".";98;"s";"s";".";".";".";87;"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Carbini";"2A061";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"17813";"s";".";".";"s";17335;"26663";"s";".";".";"s";25526;"23388";"s";".";".";"s";22230;"11614";"s";".";".";"s";10844;"20442";"s";".";".";"s";19960;"23196";"s";".";".";"s";20620;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"2291";"s";".";".";"s";3747;"56";"s";".";".";"s";52;"88";"s";".";".";"s";85;"93";"s";".";".";"s";85;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
